법률분류,기본질문,기본답변
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,재외국민의 가족관계등록부 정정절차,"「재외국민의 가족관계등록창설·가족관계등록부정정 및 가족관계등록부 정리에 관한 특례법」에서는 재외국민의 가족관계등록창설 등에 관한 특례를 규정하여 이들의 등록부 정정절차를 간소화하고 있습니다. 즉, 가족관계등록비송절차에 있어 첨부서류를 특정화하여 간소하게 하고, 법원의 허가를 요하는 등록부 정정사항 중 일정한 사항에 대하여는 재외공관의 장의 조사확인서를 첨부하면 법원의 허가 없이 등록부 정정을 할 수 있도록 하고, 그 비용은 국가 또는 지방자치단체에게 부담하게 하는 등의 내용을 규정하고 있습니다.즉 재외국민으로 「가족관계의 등록 등에 관한 법률」 제104조에서 정하고 있는 정정사항을 정정하기 위해서는, 등록부 정정허가신청서에 등록사항별 증명서, 재외국민등록부등본, 거류국의 외국인등록부등본(또는 영주권사본), 사유서 등을 첨부하여 재외공관의 장에게 제출할 수 있습니다."
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,"저는 甲과 乙의 혼인외 자로 모(母)인 乙의 출생신고에 의하여 가족관계등록부가 작성되었으나, 다시 부(父)인 甲의 출생신고에 의하여 이중으로 가족관계등록부가 작성되었습니다. 이 경우 등록부 정정을 어떻게 하여야 하는지요?","가족관계등록부의 기록이 진정한 신분관계와 부합되지 아니한 때에는 법원의 허가를 얻은 후 그 허가재판의 등본을 첨부하여 시(구)·읍·면의 장에게 등록부정정을 신청할 수 있습니다. 이중으로 등록된 가족관계등록부의 정정은 착오된 등록부를 폐쇄하여야 하고 당사자가 임의로 선택할 수는 없습니다(가족관계등록예규 제244호). 귀하의 경우처럼 혼인외 자에 대하여 모의 출생신고 후 다시 부가 출생신고하여 이중등록부가 작성된 경우에는 “모의 출생신고가 부의 출생신고보다 먼저 수리된 이상 모의 출생신고에 의하여 등록부가 작성된 것은 정당한 것이므로 그 등록부를 말소할 수 없고, 부의 출생신고에 의하여 작성된 등록부는 이중등록부로 위법한 것이므로 전부 말소되어야 하지만, 혼인외 자에 대한 친생자 출생신고는 인지(認知)의 효력을 가지는 것이고(가족관계의 등록 등에 관한 법률 제57조), 그것이 중복된 출생신고라 하더라도 그에 따른 출생사유의 기재만을 할 수 없을 뿐이지 인지의 효력발생까지 부정할 수는 없는 것이므로, 인지의 효력발생에 따라 모의 출생신고에 의하여 작성된 자녀의 등록부의 특정등록사항란 부(父)란을 기록하고, 성과 본이 바뀐 경우에는 그 내용을 기록하며 일반등록사항란에 인지의 효력 있는 출생신고의 사유와 성과 본이 바뀐 경우의 그 사유를 기록하고, 부(父)의 등록부 일반등록사항란에는 인지의 효력 있는 출생신고 사유를 기록하여야 합니다. 그리고 이 절차는 「가족관계의 등록 등에 관한 법률」 제18조 또는 제104조에 따라 이루어져야 합니다(가족관계등록예규 제245호, 구 호적선례 2-419)."
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,저의 주민등록상 주민등록번호와 가족관계등록부상 주민등록번호의 앞자리 수자가 다릅니다. 그래서 주민등록상 번호로 통일시키고 싶습니다. 어떻게 하면 됩니까?,"가족관계등록부상 주민등록번호 앞자리 숫자는 출생연월일을 의미하기 때문에 이를 고치기 위해서는 등록기준지 관할의 가정법원에 가족관계등록정정허가(연령정정허가)신청을 하여야 합니다. 연령정정허가신청을 할 때에 소명자료로서 기본증명서, 가족관계증명서, 제적등본(출생시부터 현재까지 발생된 것 모두 및 전적 전후 포함), 주민등록등본, 주소변동내역이 포함된 주민등록초본, (본적지가 표시된)세대별 주민등록표 및 개인별 주민등록표, 출생증명서, 초등(중)학교생활기록부(학적부), 부와 모의 제적등본, 족보사본, 재직증명서, 인우보증서(2인) 및 기타 소명자료 등을 첨부하도록 하고 있습니다."
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,"제 아들은 2002년 6월 23일 출생하였으나, 1년이 경과된 2003년 7월 31일에야 출생신고를 함으로써 현재 가족관계등록부상 출생일자가 실제와 다르게 되어 있습니다. 실제의 출생일자대로 가족관계등록부를 정정하려고 하는데 그 절차는 어떻게 되어 있는지요?","☞ 가족관계등록부상 출생일자가 잘못 기재된 경우에 출생일자를 정정하려면 먼저 등록기준지 관할법원의 등록부 정정허가를 얻어야 하며, 법원의 허가를 얻은 다음에는 1개월 이내에 허가서등본을 첨부하여 시(구)· 읍· 면의 장에게 등록부 정정신청을 하여야 합니다(가족관계의 등록 등에 관한 법률 제104조, 106조). 위 사안과 관련하여 구 호적선례는“호적부에 기재되어 있는 출생연월일이 출생신고의 잘못으로 실제와 달리 기재되어 있는 경우 사건본인을 비롯한 이해관계인은 호적기재가 실제와 다름을 증명하는 서면을 첨부하여 그 호적이 있는 지(地)를 관할하는 법원으로부터 호적정정의 허가를 얻어 호적정정신청을 함으로써 호적의 기재를 실제와 같이 정정할 수 있을 것이나, 어떠한 서면이 그러한 사실을 증명함에 족한 서면인지 여부에 대하여는 당해 재판절차에서 판단할 사항이다.”라고 하였습니다(1993. 2. 15. 호적선례3-513). 그러므로 법원으로부터 출생일자의 정정허가를 얻으려면 당사자의 주장만으로는 불가능하고, 여러 가지 자료에 의해 실제 출생일자가 가족관계등록부상의 출생일자와 다르다는 것을 입증하여야 하는데, 귀하의 아들이 의료기관에서 출생하고 그 의료기관이 출생 당시의 출산기록을 보존하고 있다면 비교적 입증이 쉬울 수도 있으나, 그렇지 못할 경우에는 전문의의 연령감정을 받아야 할 것이고, 위 사안과 같은 1년 정도의 연령상 오차를 밝히는 것은 현실적으로 그 입증이 쉽지 않을 것으로 보입니다."
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,출생연월일·사망일시를 가족관계등록부 정정 대상으로 볼 수 있는지 여부,"정정하려고 하는 가족관계등록부의 기록사항이 신분관계에 중대한 영향을 미쳐 기록사항에 관련된 신분관계의 존부에 관하여 직접적인 쟁송방법이 가사소송법 등에 마련되어 있는 경우는 제107조에 의한 확정판결에 의하여 정정을 할 것이고, 이와 달리 직접적인 쟁송방법이 없는 경우는 간이한 절차인 제104조에 따라 정정을 할 수 있습니다. 현행 가사소송법은 사람의 출생일시 또는 사망일시를 확정하는 직접적인 쟁송방법을 별도로 정하지 않고 있으므로 제104조에 의한 가족관계등록부 정정 대상에 해당되어 간이하게 정정을 할 수 있습니다"
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,출생연월일의 정정 및 나이의 정정,이해관계인은 사건 본인의 등록기준지를 관할하는 가정법원의 허가를 받아 등록부의 정정을 신청할 수 있습니다.
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,허무인을 상대로 친생자관계부존재확인의 소를 제기할 수 있는지,허무인을 상대로 한 친생자 관계 부존재 확인 청구의 소는 부적법하다고 할 것입니다. 다만 판결을 받을 수 없어 가족관계등록부의 정정이 안되는 경우에는 가족관계의 등록 등에 관한 법률 제104조에 따라 법원의 허가를 얻어 정정을 신청할 수 있습니다.
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,허무인의 경우 정정방법,가족관계법 제104조에 따라 법원의 허가를 받고 정정하면 될 것입니다.
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,호적에 기재된 출생연월일이 실제와 다른 경우 어떻게 정정하나요?,호적기재가 다름을 증명하는 서면을 첨부하여 그 호적이 있는 곳을 관할하는 법원에 호적정정허가신청을 하여 허가결정을 받은 후 주소지 또는 본적지 관할 시(구)·읍·면사무소에 1월 이내에 허가결정등본을 첨부하여 호적정정신청을 함으로써 호적을 정정할 수 있습니다.
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,혼외자와 이중가족관계등록부의 정정,이중가족관계등록부의 정정에 관한 사무처리지침에 따르면 이중가족관계등록부의 폐쇄는 착오된 가족관계등록부를 폐쇄하여야 하고 당사자가 임의로 택일할 수 없습니다. 따라서 후자의 가족관계등록부는 착오로 잘못작성된 것이므로 직권에 의하거나 가족관계의 등록 등에 관한 법률 제104조에 따른 가정법원의 허가를 받아 정정하면 될 것입니다.
가족관계등록>가족관계등록부창설및정정>가족관계등록부정정>Ⅳ.법원의허가에의한등록부정정,"혼인할 의사가 전혀 없음에도 상대 여성을 한국에 입국시킬 목적으로 혼인신고를 하여 공전자기록에 불실의 사실을 기재하게 하였다는 등의 범죄사실로 유죄판결을 받아 확정된 경우, 혼인무효판결을 받아야만 가족관계등록부를 정정할 수 있는지 여부","가족관계등록부의 정정사항이 친족법상 또는 상속법상 중대한 영향을 미치는 사항이라면 가족관계의 등록 등에 관한 법률 제107조에 따라 확정판결에 의하여 정정할 수 있음이 원칙이지만, 신고로 인하여 효력이 발생하는 행위에 관한 가족관계등록부상 기재사항의 경우에 그 행위가 확정된 형사판결(약식명령 포함)에 의하여 무효임이 명백하게 밝혀진 때에는 법 제105조에 따라 사건 본인의 등록기준지를 관할하는 가정법원의 허가를 받아 가족관계등록부를 정정할 수 있습니다(호적선례 200208-1, 가족관계등록선례 200906-3 등 참조)."
